code,additives_n,energy_100g,fat_100g,fiber_100g,proteins_100g,sugars_100g,sodium_100g,salt_100g,carbohydrates_100g,healthy
3270160862030,3.0,686.0,4.8,1.5,7.5,4.1,0.44,1.1,22.0,1.0
3270160862061,0.0,854.0,19.0,1.0,2.1,3.0,0.44,1.1,6.8,0.0
3270160862085,5.0,1067.0,13.0,7.5,9.6,1.0,0.56,1.4,20.0,1.0
3270160862108,0.0,644.0,6.1,2.1,4.9,2.2,0.32,0.8,19.0,1.0
3270160862153,1.0,629.0,7.8,1.8,4.0,2.9,0.36,0.9,15.0,1.0
3270160862160,0.0,459.0,2.2,4.6,8.5,1.9,0.148,0.37,11.0,1.0
3270160862207,0.0,788.0,8.8,1.6,9.1,2.8,0.276,0.69,17.0,1.0
3270160862221,1.0,435.0,3.8,1.6,7.3,2.4,0.22,0.55,9.3,1.0
3270160862238,4.0,504.0,3.7,2.0,3.3,2.0,0.4,1.0,17.0,1.0
3270160862252,1.0,741.0,10.0,1.6,6.8,1.7,0.356,0.89,14.0,0.0
3270160862276,0.0,456.0,3.4,0.6,5.2,1.6,0.32,0.8,14.0,1.0
3270160862283,0.0,1427.0,21.0,2.3,8.8,2.8,0.44,1.1,27.0,0.0
3270160862290,1.0,935.0,13.0,0.5,6.1,0.5,0.356,0.89,20.0,0.0
3270160862306,2.0,352.0,3.4,2.1,6.8,2.9,0.13208,0.3302,5.7,1.0
3270160862337,0.0,527.0,5.1,1.0,9.0,1.0,0.26,0.65,10.0,1.0
3270160862375,0.0,628.0,7.6,4.8,13.0,0.5,0.388,0.97,4.8,1.0
3270160862382,0.0,631.0,7.6,1.0,9.1,0.6,0.316,0.79,11.0,1.0
3270160862405,1.0,410.0,3.9,0.9,6.6,1.5,0.192,0.48,8.8,1.0
3270160862412,0.0,536.0,5.1,1.7,5.7,1.1,0.236,0.59,14.0,1.0
3270160862429,0.0,456.0,4.9,1.6,5.7,2.0,0.224,0.56,9.5,1.0
3270160862450,1.0,404.0,4.6,0.8,11.0,0.6,0.24,0.6,2.4,1.0
3270160862504,0.0,628.0,4.4,2.1,8.6,4.0,0.28,0.7,18.0,1.0
3270160862528,1.0,559.0,2.8,1.1,3.7,5.8,0.244,0.61,23.0,1.0
3270160862535,1.0,565.0,5.2,1.7,8.2,2.6,0.392,0.98,13.0,1.0
3270160862542,0.0,523.0,4.7,0.7,6.3,0.5,0.14,0.35,14.0,1.0
3270160862603,1.0,749.0,11.0,1.6,7.5,3.5,0.296,0.74,12.0,0.0
3270160862610,0.0,808.0,6.0,2.7,6.1,3.5,0.2,0.5,27.0,1.0
3270160862641,0.0,764.0,7.3,0.8,7.9,1.7,0.32,0.8,20.8,0.0
3270160862665,5.0,791.0,8.8,1.6,8.9,1.4,0.34,0.85,18.0,0.0
3270160862689,1.0,385.0,4.4,1.0,8.7,2.0,0.28,0.7,4.1,1.0
3270160862719,0.0,556.0,5.3,1.8,8.0,5.3,0.312,0.78,12.0,1.0
3270160862740,2.0,699.0,4.8,1.6,8.4,1.7,0.336,0.84,22.0,1.0
3270160862771,2.0,1895.0,7.0,1.4,4.5,4.7,0.248,0.62,17.0,0.0
3270160862825,2.0,686.0,7.9,0.5,3.4,0.5,0.256,0.64,20.0,0.0
3270160862870,0.0,413.0,2.2,3.1,7.9,2.7,0.128,0.32,10.0,1.0
3270160862900,0.0,464.0,5.1,2.5,8.0,2.5,0.216,0.54,7.1,1.0
3270160862924,0.0,494.0,3.6,3.5,4.2,2.2,0.128,0.32,15.0,1.0
3270160862931,0.0,552.0,8.8,2.0,5.7,2.9,0.212,0.53,6.8,1.0
3270160862948,1.0,485.0,5.7,1.7,6.1,2.4,0.256,0.64,9.4,1.0
3270160862979,1.0,563.0,5.2,1.7,8.2,2.6,0.392,0.98,13.0,1.0
3270160862993,1.0,535.0,9.6,1.6,6.1,0.5,0.4,1.0,3.8,0.0
3270160863013,0.0,991.0,7.2,0.6,8.6,6.0,0.24,0.6,34.0,1.0
3270160863037,0.0,569.0,3.1,0.6,8.1,1.0,0.22,0.55,19.0,1.0
3270160863068,4.0,536.0,4.4,3.3,7.6,2.5,0.208,0.52,13.0,1.0
3270160863082,0.0,1020.0,0.5,0.5,1.6,17.0,1.12,2.8,21.0,0.0
3270160863143,0.0,498.0,4.5,1.8,2.3,2.3,0.248,0.62,16.0,1.0
3270160863150,1.0,452.0,2.6,1.7,3.4,2.7,0.216,0.54,17.0,1.0
3270160863181,0.0,958.0,11.0,2.5,11.0,9.0,0.44,1.1,20.0,
3270160863204,0.0,359.0,3.1,0.6,11.0,2.0,0.112,0.28,2.9,1.0
3270160863235,0.0,469.0,2.3,1.7,7.9,4.8,0.4,1.0,14.0,1.0
3270160863242,2.0,824.0,6.4,1.3,8.0,4.6,0.48,1.2,26.0,0.0
3270160863259,5.0,990.0,13.0,1.9,5.1,3.6,0.52,1.3,23.0,0.0
3270160863273,4.0,1059.0,10.0,0.5,1.6,24.0,0.044,0.11,39.0,0.0
3270160863280,0.0,962.0,12.0,3.1,9.2,2.5,0.4,1.0,21.0,1.0
3270160863303,0.0,372.0,3.3,0.5,12.0,1.4,0.104,0.26,2.6,1.0
3270160863341,1.0,1757.0,17.0,0.8,6.7,33.0,0.064,0.16,60.0,0.0
3270160863358,4.0,636.0,4.4,0.5,2.3,26.0,0.024,0.06,26.0,0.0
3270160863372,0.0,611.0,7.3,3.3,3.8,1.4,0.168,0.42,15.0,1.0
3270160863389,0.0,851.0,11.0,2.4,5.7,2.78,0.34,0.85,20.0,1.0
3270160863396,1.0,761.0,7.2,1.5,6.0,1.5,0.288,0.72,23.0,1.0
3270160863402,0.0,547.0,3.5,1.6,8.7,1.1,0.196,0.49,15.0,1.0
3270160863419,0.0,561.0,6.7,1.8,7.4,9.5,0.31,0.775,10.0,1.0
3270160863426,0.0,547.0,3.5,1.6,8.7,1.1,0.196,0.49,15.0,1.0
3270160863464,0.0,586.0,6.3,1.4,5.4,2.2,0.376,0.94,15.0,0.0
3270160863556,1.0,676.0,6.9,0.6,3.0,0.01,0.163576,0.40894,21.3,0.0
3270160863631,4.0,665.0,6.4,2.4,4.6,4.1,0.292,0.73,19.6,1.0
3270160863709,1.0,494.0,3.6,0.9,7.4,1.6,0.268,0.67,14.0,1.0
3270160863716,1.0,498.0,1.8,0.6,5.9,2.3,0.252,0.63,19.6,1.0
3270160863761,0.0,610.0,6.5,4.6,6.2,5.1,0.188,0.47,14.0,1.0
3270160863778,0.0,521.0,4.2,1.4,7.3,1.8,0.17,0.425,14.0,1.0
3270160863891,5.0,620.0,6.5,2.3,5.4,3.9,0.252,0.63,18.0,1.0
3270160863976,1.0,615.0,5.3,1.1,8.3,1.5,0.22,0.55,16.0,1.0
3270160864072,0.0,556.0,5.9,2.2,5.1,2.2,0.136,0.34,14.0,1.0
3270160864126,1.0,527.0,3.1,1.0,8.5,2.0,0.304,0.76,15.6,1.0
3270160864157,0.0,555.0,4.5,1.4,4.6,2.0,0.172,0.43,18.0,1.0
3270160864164,0.0,392.0,2.0,2.1,7.6,1.6,0.144,0.36,10.0,1.0
3270160864201,0.0,469.0,3.7,1.2,5.6,2.6,0.23,0.575,14.0,1.0
3270160864218,0.0,1067.0,17.0,3.1,7.4,6.1,0.176,0.44,16.0,0.0
3270160864225,0.0,787.0,4.6,2.0,8.0,3.9,0.16,0.4,28.0,1.0
3270160864232,0.0,456.0,4.3,2.1,9.5,2.2,0.12,0.3,7.0,1.0
3270160864256,0.0,579.0,4.8,1.0,6.8,2.9,0.32,0.8,17.0,1.0
3270160864263,5.0,523.0,2.9,1.0,6.1,2.5,0.328,0.82,18.0,1.0
3270160864270,4.0,781.0,5.3,0.7,3.6,2.7,0.348,0.87,31.0,0.0
3270160864287,6.0,794.0,7.9,1.2,5.1,2.4,0.32,0.8,26.0,1.0
3270160864294,7.0,879.0,5.3,0.5,0.6,24.0,0.068,0.17,40.0,0.0
3270160864331,0.0,485.0,3.8,1.2,5.3,2.4,0.308,0.77,15.0,1.0
3270160864348,2.0,912.0,6.6,2.4,11.0,4.2,0.6,1.5,28.0,1.0
3270160864355,1.0,647.0,3.4,0.7,6.3,3.6,0.136,0.34,24.0,1.0
3270160864362,1.0,1329.0,14.0,2.7,6.0,6.1,0.288,0.72,41.0,0.0
3270160864386,0.0,523.0,5.0,1.8,7.0,1.9,0.256,0.64,12.2,1.0
3270160864393,1.0,586.0,5.4,1.4,9.4,1.7,0.32,0.8,13.0,1.0
3270160864409,2.0,623.0,5.6,1.5,10.0,3.3,0.292,0.73,14.0,1.0
3270160864416,0.0,201.0,2.4,1.8,0.8,3.7,0.176,0.44,5.0,1.0
3270160864430,0.0,444.0,8.0,1.2,1.9,2.4,1.24,3.1,6.4,0.0
3270160864447,0.0,711.0,15.0,0.7,2.0,2.0,0.224,0.56,6.4,0.0
3270160864461,1.0,483.0,4.7,1.0,4.9,0.6,0.284,0.71,12.8,0.0
3270160864485,1.0,485.0,2.6,1.0,7.3,1.7,0.156,0.39,15.0,1.0
3270160864539,0.0,506.0,4.6,1.6,5.6,1.7,0.292,0.73,14.0,1.0
3270160864546,0.0,591.0,6.7,0.5,7.3,4.5,0.239776,0.59944,12.8,0.0
3270160864553,0.0,647.0,4.5,2.1,7.8,3.2,0.44,1.1,20.0,1.0
3270160864560,1.0,711.0,6.5,1.8,5.1,6.9,0.292,0.73,22.0,0.0
3270160864577,1.0,874.0,11.0,3.9,4.9,4.7,0.292,0.73,22.0,0.0
3270160864584,0.0,494.0,5.1,2.1,4.1,1.8,0.264,0.66,13.0,1.0
3270160864591,1.0,464.0,3.1,1.5,6.6,1.9,0.232,0.58,14.0,1.0
3270160864713,0.0,331.0,2.3,0.5,12.0,0.8,0.208,0.52,2.1,1.0
3270160864720,1.0,640.0,8.1,0.5,16.0,1.2,0.36,0.9,1.2,1.0
3270160864737,0.0,473.0,2.9,0.5,20.0,0.5,0.276,0.69,1.8,1.0
3270160864744,0.0,368.0,3.7,0.5,11.0,0.5,0.34,0.85,2.6,1.0
3270160864751,0.0,343.0,5.8,3.4,2.2,2.8,0.112,0.28,3.7,1.0
3270160864768,0.0,686.0,5.1,2.0,4.7,5.9,0.204,0.51,24.0,0.0
3270160864775,0.0,243.0,1.9,4.1,3.1,1.3,0.192,0.48,5.3,1.0
3270160864782,0.0,247.0,1.6,2.3,1.9,6.2,0.184,0.46,8.1,1.0
3270160864812,0.0,636.0,3.2,4.1,5.3,0.5,0.244,0.61,24.0,1.0
3270160864829,0.0,268.0,2.8,2.7,1.7,4.5,0.184,0.46,6.8,1.0
3270160864843,0.0,377.0,4.0,1.4,1.6,1.8,0.168,0.42,11.0,0.0
3270160864850,0.0,333.0,3.7,3.3,1.3,7.2,0.176,0.44,8.9,1.0
3270160864881,2.0,559.0,6.6,1.8,6.7,2.5,0.336,0.84,10.9,0.0
3270160864904,3.0,837.0,11.0,1.3,2.0,8.0,0.032,0.08,23.0,0.0
3270160864966,3.0,398.0,2.7,1.7,4.6,2.4,0.1524,0.381,12.2,1.0
3270160865024,1.0,607.0,5.2,1.4,8.1,1.5,0.212,0.53,16.0,1.0
3270160865031,3.0,533.0,4.6,2.1,7.1,3.4,0.14,0.35,13.3,1.0
3270160865291,3.0,650.0,8.4,4.0,11.0,0.5,0.34,0.85,6.7,1.0
3270160865307,0.0,435.0,5.5,1.9,6.0,2.4,0.264,0.66,6.7,1.0
3270160865314,0.0,699.0,11.0,0.9,11.0,0.5,0.38,0.95,6.3,0.0
3270160865505,0.0,464.0,6.9,0.7,3.3,5.1,0.18,0.45,8.7,0.0
3270160865543,0.0,498.0,7.0,1.6,5.2,4.8,0.152,0.38,8.3,0.0
3270160865659,0.0,568.0,6.2,1.7,7.7,1.9,0.16,0.4,12.0,1.0
3270160865666,0.0,502.0,4.2,4.0,4.8,4.9,0.292,0.73,14.0,1.0
3270160865673,0.0,665.0,9.5,2.3,6.7,1.1,0.144,0.36,11.0,1.0
3270160865796,2.0,694.0,9.8,9.5,6.0,2.6,0.384,0.96,9.1,1.0
3270160865819,0.0,623.0,11.0,2.9,7.4,1.8,0.288,0.72,4.7,1.0
3270160865826,0.0,634.0,9.1,2.8,8.1,1.4,0.288,0.72,8.2,1.0
3270160865833,0.0,566.0,6.2,1.8,7.1,2.9,0.224,0.56,12.0,1.0
3270160865840,0.0,601.0,8.5,2.2,6.2,1.5,0.272,0.68,9.7,1.0
3270160866021,2.0,1170.0,12.3,2.8,7.7,2.1,0.452,1.13,33.2,0.0
3270160866106,3.0,790.0,8.8,1.9,9.8,3.7,0.428,1.07,16.7,1.0
3270160866113,1.0,594.0,4.1,0.3,6.9,2.0,0.2,0.5,19.0,1.0
3270160866120,1.0,614.0,6.9,0.9,5.8,2.1,0.328,0.82,15.0,1.0
3270160866137,1.0,661.0,5.7,1.0,25.0,0.8,0.08,0.2,1.6,1.0
3270160866144,1.0,690.0,5.1,0.5,8.0,6.2,0.36,0.9,22.0,0.0
3270160866151,1.0,661.0,6.5,1.3,7.2,1.0,0.212,0.53,17.0,0.0
3270160866168,1.0,816.0,14.0,1.0,1.6,14.0,0.208,0.52,16.0,0.0
3270160866175,1.0,900.0,7.8,0.5,2.7,13.0,0.2,0.5,34.0,0.0
3270160866182,1.0,803.0,10.0,0.5,2.6,37.4,0.4,1.0,60.0,0.0
3270160866199,0.0,515.0,6.7,1.2,8.2,1.2,0.2,0.5,7.0,1.0
3270160866205,0.0,182.0,1.23,0.2,2.0,0.343,0.106,0.266,6.0,1.0
3270160866250,4.0,602.0,6.1,2.2,7.5,1.0,0.32,0.8,14.0,1.0
3270160866267,0.0,471.0,5.4,4.3,5.9,3.6,0.312,0.78,8.2,1.0
3270160866281,2.0,264.0,1.8,0.5,2.8,0.6,0.268,0.67,9.1,1.0
3270160866298,0.0,585.0,6.0,1.2,7.8,1.6,0.324,0.81,13.0,1.0
3270160866311,0.0,542.0,7.1,1.7,7.7,1.8,0.248,0.62,8.0,1.0
3270160866328,0.0,564.0,8.5,2.0,7.0,2.2,0.22,0.55,6.9,1.0
3270160866335,0.0,367.0,4.1,1.0,8.8,1.5,0.304,0.76,3.5,1.0
3270160866342,0.0,473.0,3.5,1.9,16.0,2.5,0.48,1.2,3.0,1.0
3270160866366,4.0,490.0,4.5,1.3,5.5,1.5,0.34,0.85,13.1,1.0
3270160866373,1.0,452.0,6.6,0.5,9.6,0.7,0.236,0.59,2.6,1.0
3270160866397,0.0,510.0,3.5,1.5,3.1,4.3,0.364,0.91,19.0,0.0
3270160866533,0.0,679.0,6.6,7.3,6.8,1.5,0.356,0.89,15.0,1.0
3270160866588,0.0,642.0,7.3,1.4,6.7,1.1,0.224,0.56,15.0,1.0
3270160866601,2.0,241.0,2.2,1.8,5.3,0.6,0.356,0.89,3.3,1.0
3270160866649,0.0,594.0,5.7,0.9,4.8,1.7,0.308,0.77,17.0,1.0
3270160866656,0.0,665.0,7.5,0.8,7.0,1.4,0.376,0.94,15.0,0.0
3270160866670,0.0,636.0,7.9,1.0,4.8,1.8,0.44,1.1,15.0,0.0
3270160866687,1.0,674.0,7.8,1.5,7.0,1.2,0.252,0.63,15.0,1.0
3270160866755,6.0,1029.0,16.0,3.7,3.4,0.0,0.48,1.2,21.0,0.0
3270160866762,0.0,1230.0,15.0,3.0,0.6,0.5,0.64,1.6,39.0,0.0
3270160866786,0.0,402.0,3.6,1.4,6.3,1.5,0.2,0.5,8.8,1.0
3270160866861,0.0,536.0,3.6,1.2,7.3,0.9,0.22,0.55,16.0,1.0
3270160866908,0.0,444.0,2.5,0.8,8.5,1.6,0.288,0.72,12.0,1.0
3270160866915,0.0,360.0,3.2,1.6,4.8,2.1,0.22,0.55,8.6,1.0
3270160866922,0.0,583.0,6.5,1.6,5.0,0.9,0.216,0.54,14.0,1.0
3270160866939,0.0,753.0,8.7,1.2,5.5,0.9,0.288,0.72,19.0,0.0
3270160867028,2.0,536.0,3.5,1.5,4.7,0.6,0.316,0.79,19.0,1.0
3270160867271,2.0,441.0,3.3,2.2,7.5,1.9,0.112,0.28,10.3,1.0
3270160867356,2.0,360.0,3.2,2.3,6.7,3.0,0.092,0.23,6.6,1.0
3270160867431,2.0,506.0,4.0,1.8,5.4,4.0,0.32,0.8,16.0,1.0
3270160867448,0.0,583.0,5.6,0.9,4.4,1.1,0.272,0.68,17.0,0.0
3270160867516,2.0,492.0,5.0,1.5,5.9,3.6,0.252,0.63,11.5,1.0
3270160867691,5.0,674.0,9.6,1.6,5.2,1.2,0.248,0.62,12.9,0.0
3270160867776,1.0,548.0,5.9,2.0,7.5,1.4,0.236,0.59,11.2,1.0
3270160867936,2.0,584.0,7.9,0.7,14.8,1.4,0.26,0.65,2.2,0.0
3270160868001,2.0,841.0,14.0,0.9,14.0,3.4,0.296,0.74,4.4,0.0
3270160868261,2.0,629.0,9.2,1.1,6.7,1.4,0.296,0.74,9.8,1.0
3270160868346,3.0,649.0,13.9,1.1,1.9,2.0,0.484,1.21,5.1,0.0
3270160868407,0.0,569.0,5.1,2.6,8.0,1.9,0.104,0.26,13.0,1.0
3270160868421,1.0,527.0,7.0,6.0,2.2,10.6,0.19,0.475,10.6,1.0
3270160868438,1.0,536.0,4.4,1.0,4.8,2.3,0.268,0.67,17.0,1.0
3270160868506,4.0,569.0,6.2,1.1,5.8,1.3,0.268,0.67,13.9,1.0
3270160869176,4.0,561.0,2.7,1.8,5.2,2.8,0.432,1.08,22.0,1.0
3270160869411,0.0,649.0,4.2,0.3,9.8,3.7,0.276,0.69,19.2,1.0
3270160869596,0.0,661.0,4.3,1.2,8.1,2.3,0.392,0.98,21.3,1.0
3270160869671,0.0,1234.0,15.9,1.8,5.5,3.4,0.464,1.16,31.6,0.0
3270160869831,1.0,590.0,7.3,1.7,7.8,2.1,0.224,0.56,10.3,1.0
3270160869916,1.0,461.0,5.7,1.7,6.3,3.7,0.3,0.75,7.7,0.0
3270160870011,0.0,126.0,0.5,2.1,2.2,1.9,0.0,0.0,3.9,1.0
3270160870028,0.0,71.0,0.5,3.5,1.0,0.5,0.02,0.05,0.9,1.0
3270160870059,0.0,259.0,0.5,3.1,0.8,2.2,0.02,0.05,13.0,1.0
3270160870073,0.0,105.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0
3270160870080,1.0,753.0,8.8,0.9,5.9,0.5,0.22,0.55,19.0,0.0
3270160870103,0.0,339.0,4.9,2.0,4.1,0.5,0.212,0.53,4.3,1.0
3270160870110,0.0,582.0,9.2,2.5,4.1,3.2,0.216,0.54,9.0,0.0
3270160870134,0.0,186.0,0.0,3.8,2.5,2.1,0.004,0.01,5.8,1.0
3270160870141,0.0,372.0,2.3,1.9,2.8,3.7,0.004,0.01,13.0,1.0
3270160870158,0.0,147.0,0.7,3.0,2.2,3.2,0.116,0.29,3.5,1.0
3270160870165,0.0,674.0,4.1,2.9,4.9,0.5,0.092,0.23,25.0,1.0
3270160870172,0.0,84.0,0.0,0.9,1.8,1.7,0.0,0.0,1.8,1.0
3270160870196,0.0,590.0,4.8,1.7,3.0,0.6,0.16,0.4,21.0,1.0
3270160870202,0.0,531.0,4.5,4.1,4.4,1.3,0.124,0.31,15.0,1.0
3270160870219,0.0,494.0,3.4,4.5,4.4,2.2,0.124,0.31,15.0,1.0
3270160870226,0.0,88.0,0.5,2.5,0.9,2.5,0.004,0.01,2.6,
3270160870240,1.0,181.0,2.3,3.6,0.9,2.6,0.264,0.66,3.1,
3270160870264,0.0,130.0,0.5,2.5,0.6,4.6,0.052,0.13,4.9,1.0
3270160870271,0.0,197.0,0.5,4.6,2.5,1.7,0.008,0.02,6.7,1.0
3270160870288,0.0,109.0,0.8,2.1,3.1,0.5,0.016,0.04,0.5,1.0
3270160870295,0.0,130.0,0.5,2.5,0.6,4.6,0.052,0.13,4.9,1.0
3270160870301,0.0,98.0,0.5,2.4,2.0,1.8,0.012,0.03,2.0,1.0
3270160870318,0.0,280.0,1.6,3.3,3.4,5.1,0.012,0.03,8.1,1.0
3270160870356,0.0,205.0,0.5,2.5,1.0,3.6,0.008,0.02,9.7,1.0
3270160870387,0.0,695.0,7.8,3.2,4.9,1.4,0.104,0.26,18.0,1.0
3270160870394,0.0,602.0,7.5,2.0,2.2,1.9,0.216,0.54,16.0,1.0
3270160870493,2.0,543.0,7.6,1.9,4.0,1.9,0.116,0.29,10.5,0.0
3270160870554,1.0,259.0,2.2,2.2,2.3,1.8,0.196,0.49,7.3,1.0
3270160870561,0.0,268.0,2.4,2.6,2.9,2.2,0.224,0.56,6.6,1.0
3270160870592,6.0,954.0,14.0,4.8,3.3,3.5,0.216,0.54,21.0,0.0
3270160870608,0.0,100.0,0.4,1.0,1.5,2.0,0.02,0.05,3.1,1.0
3270160870639,0.0,540.0,6.7,1.6,2.9,1.4,0.236,0.59,14.0,0.0
3270160870653,0.0,435.0,7.2,2.4,1.6,5.0,0.176,0.44,7.1,1.0
3270160870677,0.0,728.0,8.9,3.4,7.4,2.1,0.148,0.37,14.0,1.0
3270160870684,0.0,678.0,12.0,15.0,3.9,3.9,0.148,0.37,9.1,1.0
3270160870745,0.0,209.0,1.8,2.2,0.6,4.0,0.22999999,0.575,6.9,1.0
3270160870752,0.0,339.0,2.1,4.4,4.4,2.1,0.18,0.45,9.2,1.0
3270160870769,0.0,222.0,2.7,1.8,0.9,4.9,0.212,0.53,5.6,1.0
3270160870820,0.0,436.0,6.6,2.6,1.4,1.6,0.176,0.44,8.8,
3270160870851,0.0,728.0,1.3,6.1,2.0,6.2,0.0,0.0,35.0,1.0
3270160870868,0.0,657.0,7.3,2.3,3.7,2.0,0.22,0.55,18.0,1.0
3270160870875,1.0,301.0,2.3,3.2,2.5,3.6,0.196,0.49,8.7,1.0
3270160870905,0.0,155.0,0.8,2.7,1.3,3.2,0.084,0.21,4.8,1.0
3270160870998,8.0,785.0,11.5,1.9,3.1,5.4,0.3048,0.762,17.3,0.0
3270160871001,0.0,431.0,2.6,5.4,5.2,1.2,0.184,0.46,12.0,1.0
3270160871155,0.0,337.0,2.8,2.0,2.3,2.4,0.084,0.21,11.0,1.0
3270160871223,0.0,424.0,3.6,3.0,5.3,2.3,0.152,0.38,10.0,1.0
3270160871308,0.0,560.0,10.2,2.5,2.0,5.6,0.20828,0.5207,7.6,0.0
3270160871483,0.0,490.0,4.9,0.9,4.5,3.0,0.24384,0.6096,13.3,0.0
3270160871490,0.0,523.0,5.0,4.8,11.0,3.7,0.004,0.01,6.1,1.0
3270160871506,0.0,121.0,0.5,3.1,0.6,1.9,0.0,0.0,5.2,1.0
3270160871643,0.0,301.0,4.4,2.0,3.3,3.0,0.124,0.31,3.9,1.0
3270160871803,0.0,305.0,0.8,4.0,1.3,3.8,0.008,0.02,13.2,1.0
3270160871810,0.0,686.0,7.8,2.8,4.6,0.5,0.24,0.6,18.0,1.0
3270160871988,0.0,703.0,1.3,4.4,2.9,8.2,0.004,0.01,34.1,1.0
3270160871995,0.0,350.0,6.0,5.3,1.8,0.8,0.136,0.34,3.1,1.0
3270160872008,0.0,456.0,4.2,3.1,2.8,3.4,0.14,0.35,14.0,1.0
3270160872015,0.0,525.0,6.2,2.5,1.2,8.5,0.136,0.34,15.0,1.0
3270160872053,1.0,534.0,0.8,0.9,2.5,1.4,0.149,0.3725,15.0,1.0
3270160872107,0.0,235.0,3.6,2.1,3.1,0.8,0.172,0.43,2.0,1.0
3270160872152,3.0,736.0,9.9,1.9,7.7,1.4,0.264,0.66,13.0,0.0
3270160872404,0.0,126.0,0.5,2.5,1.6,2.4,0.024,0.06,3.5,1.0
3270160872558,1.0,521.0,2.2,2.8,4.1,1.6,0.3,0.75,20.5,1.0
3270160872633,1.0,611.0,4.2,2.4,6.3,0.3,0.28,0.7,19.6,1.0
3270160872640,1.0,251.0,0.5,0.9,3.0,4.1,0.104,0.26,12.0,1.0
3270160872664,0.0,188.0,0.5,6.0,1.9,5.7,0.048,0.12,5.9,1.0
3270160872671,0.0,100.0,0.5,1.0,1.5,2.0,0.02,0.05,3.1,1.0
3270160872718,1.0,644.0,10.0,1.6,4.9,3.1,0.228,0.57,10.0,0.0
3270160873043,2.0,502.0,7.3,2.7,2.3,0.7,0.24,0.6,10.0,0.0
3270160873128,1.0,561.0,3.1,1.5,2.7,1.6,0.18,0.45,23.1,1.0
3270160873203,1.0,335.0,2.8,2.7,1.5,10.3,0.16,0.4,10.9,1.0
3270160873210,0.0,368.0,5.7,3.7,2.0,3.6,0.16,0.4,5.4,1.0
3270160873227,0.0,401.0,3.4,4.7,4.5,3.0,0.132,0.33,9.6,1.0
3270160873302,0.0,305.0,3.3,2.7,2.2,2.4,0.232,0.58,7.3,1.0
3270160873388,0.0,414.0,4.4,2.1,2.7,1.6,0.216,0.54,11.2,1.0
3270160873463,2.0,791.0,18.5,4.6,1.1,0.5,0.104,0.26,2.3,1.0
3270160873517,0.0,546.0,3.6,2.2,3.7,0.6,0.144,0.36,20.0,1.0
3270160873555,0.0,491.0,6.2,2.4,3.9,1.9,0.16,0.4,10.0,1.0
3270160873579,1.0,837.0,10.0,1.3,7.5,1.7,0.5588,1.397,19.0,0.0
3270160873586,0.0,615.0,3.0,8.2,8.3,0.5,0.012,0.03,18.0,1.0
3270160873593,0.0,123.0,0.5,2.3,1.6,4.5,0.004,0.01,4.6,1.0
3270160873708,0.0,531.0,3.2,0.8,3.5,0.2,0.2,0.5,20.6,0.0
3270160873883,0.0,269.0,3.3,2.8,2.0,4.3,0.184,0.46,5.3,1.0
3270160873968,3.0,586.0,7.5,2.7,5.0,3.4,0.172,0.43,11.8,1.0
3270160874033,0.0,109.0,0.5,2.2,1.2,2.4,0.02,0.05,3.7,1.0
3270160874118,1.0,724.0,14.0,1.0,5.3,2.3,0.26,0.65,5.2,0.0
3270160874293,1.0,682.0,12.3,1.9,5.8,2.7,0.252,0.63,6.5,0.0
3270160874309,0.0,730.0,5.8,4.7,7.3,4.2,0.14,0.35,21.0,1.0
3270160874330,0.0,741.0,11.0,1.9,6.8,2.1,0.236,0.59,13.0,1.0
3270160874378,0.0,113.0,0.5,2.2,1.6,2.2,0.0,0.0,2.9,1.0
3270160874453,0.0,499.0,7.9,1.9,2.4,0.6,0.2,0.5,8.8,0.0
3270160874477,0.0,658.0,8.0,3.2,4.1,12.0,0.236,0.59,16.0,0.0
3270160874538,0.0,657.0,9.2,1.7,5.3,0.5,0.236,0.59,13.0,0.0
3270160874613,1.0,830.0,10.0,3.0,6.1,2.0,0.17,0.425,19.0,1.0
3270160874620,0.0,736.0,8.7,3.5,3.9,6.9,0.192,0.48,19.0,1.0
3270160874729,0.0,259.0,4.8,2.0,0.9,2.8,0.14,0.35,3.2,1.0
3270160874781,0.0,272.0,1.7,2.3,1.4,3.7,0.124,0.31,10.0,1.0
3270160874798,0.0,343.0,6.9,1.2,1.0,2.1,0.224,0.56,3.4,0.0
3270160874880,1.0,593.0,5.4,1.2,3.3,0.5,0.24,0.6,19.0,1.0
3270160875108,0.0,98.0,0.3,2.0,2.0,1.8,0.012,0.03,2.0,1.0
3270160875283,0.0,121.0,0.5,2.2,2.1,1.4,0.052,0.13,2.8,1.0
3270160875375,1.0,671.0,5.3,3.1,5.3,3.7,0.224,0.56,21.0,1.0
3270160875443,0.0,351.0,3.0,2.1,2.9,2.7,0.284,0.71,10.5,1.0
3270160875528,0.0,733.0,13.0,1.2,1.7,0.5,0.192,0.48,12.0,0.0
3270160875542,0.0,238.0,2.0,2.7,1.1,3.1,0.16,0.4,7.4,1.0
3270160875603,0.0,142.0,0.3,3.0,1.7,3.0,0.02,0.05,4.7,1.0
3270160875788,0.0,883.0,11.0,3.5,14.0,1.1,0.16,0.4,12.0,1.0
3270160875863,0.0,674.0,4.9,4.8,16.0,0.7,0.28,0.7,11.0,1.0
