code,additives_n,energy_100g,fat_100g,fiber_100g,proteins_100g,sugars_100g,sodium_100g,salt_100g,carbohydrates_100g,healthy
3041090767845,0.0,296.0,2.2,1.2,2.8,1.4,0.116,0.29,9.2,
3041090767890,0.0,267.0,2.0,0.9,2.3,1.2,0.116,0.29,8.7,
3041090767920,0.0,272.0,2.8,1.2,2.0,0.9,0.12,0.3,7.2,
3041090779619,0.0,251.0,0.2,1.9,0.6,10.7,0.0,0.0,12.7,
3041090779626,0.0,197.0,0.2,1.7,0.5,8.5,0.0028,0.007,10.0,
3041090779688,1.0,301.0,2.3,1.9,2.4,3.8,0.12,0.3,9.4,
3041090779695,0.0,305.0,2.7,1.4,2.5,2.5,0.116,0.29,9.0,
3041090779701,0.0,276.0,2.1,1.3,2.8,1.7,0.118872,0.29718,8.2,
3041090779824,0.0,296.0,2.5,1.0,2.9,1.4,0.116,0.29,8.6,
3041090779855,0.0,300.0,2.7,1.1,3.1,1.3,0.151384,0.37846,8.1,
3041090779862,2.0,343.0,2.1,1.0,3.3,1.1,0.112,0.28,11.7,
3041090780110,2.0,238.0,0.7,2.1,0.8,7.3,0.004,0.01,10.9,
3041090780127,0.0,207.0,0.2,2.4,0.3,8.7,0.0026416,0.006604,10.3,
3041090780134,0.0,230.0,0.2,2.3,0.5,9.6,0.0028,0.007,11.8,
3041090780141,0.0,205.0,0.2,2.1,0.4,8.3,0.004,0.01,10.1,
3041090780165,0.0,220.0,0.2,1.8,0.4,9.3,0.003048,0.00762,11.2,
3041090780172,0.0,222.0,0.2,1.8,0.4,9.4,0.004,0.01,11.4,
3041090780189,0.0,247.0,0.2,1.9,0.6,10.7,0.0032,0.008,12.7,
3041090780196,0.0,163.0,0.2,1.4,0.2,7.1,0.0023368,0.005842,8.4,
3041090780202,0.0,218.0,0.2,1.8,0.5,9.3,0.0026416,0.006604,11.0,
3041090784354,0.0,1623.0,2.6,5.0,12.3,0.7,0.0028,0.007,75.1,
3041090795947,3.0,2050.0,23.1,0.6,9.8,33.7,0.556,1.39,59.7,
3041090795978,3.0,2033.0,23.1,0.0,9.8,33.7,0.0516,0.129,59.7,
3041090796562,3.0,1880.0,18.7,5.6,10.0,45.6,0.16,0.4,57.5,
3041090838026,2.0,285.0,2.5,1.6,2.6,0.8,0.148,0.37,8.0,
3041090838149,1.0,280.0,1.7,0.9,2.4,1.1,0.116,0.29,9.7,
3041090839993,0.0,1643.0,1.2,1.8,7.7,0.2,0.016,0.04,86.1,
3041090846359,0.0,254.0,1.6,1.5,2.6,1.8,0.024,0.06,7.6,
3041090846366,0.0,271.0,2.0,1.9,3.2,0.8,0.116,0.29,7.5,
3041090846373,0.0,211.0,1.6,1.5,0.9,0.8,0.112,0.28,7.4,
3041090846380,0.0,186.0,1.4,1.8,0.7,1.3,0.116,0.29,6.4,
3041090846397,0.0,201.0,1.6,1.5,1.3,0.9,0.112,0.28,6.4,
3041090846496,0.0,325.0,2.4,2.8,2.9,2.3,0.072,0.18,9.6,
3041090846762,0.0,879.0,1.1,2.0,0.9,2.3,0.076,0.19,8.2,
3041090846779,0.0,232.0,1.7,2.2,1.9,1.1,0.072,0.18,6.9,
3041090847721,3.0,2005.0,21.8,0.0,10.5,33.4,0.0,0.0,59.8,
3041090848063,0.0,184.0,0.6,1.1,1.0,1.9,0.098552,0.24638,8.0,
3041090848094,0.0,360.0,2.0,2.6,4.8,4.0,0.084,0.21,10.9,
3041090848513,0.0,328.0,3.4,1.0,3.0,1.2,0.109728,0.27432,8.6,
3041090848520,0.0,348.0,3.0,2.3,2.8,3.3,0.109728,0.27432,10.1,
3041090848551,0.0,251.0,2.6,1.0,2.7,0.6,0.104,0.26,6.1,
3041090870125,0.0,310.0,2.6,1.7,3.0,1.4,0.0592,0.148,8.7,
3041090870262,0.0,251.0,2.0,1.5,2.0,0.8,0.12,0.3,7.0,
3041090870712,0.0,289.0,3.0,1.8,3.1,0.9,0.08,0.2,6.5,
3041090870729,0.0,267.0,2.0,0.9,2.3,1.2,0.116,0.29,8.7,
3041090870736,0.0,305.0,2.6,0.8,2.9,0.9,0.072,0.18,9.0,
3041090870743,0.0,290.0,3.0,1.8,3.1,0.9,0.08,0.2,6.5,
3041090874321,0.0,226.0,2.0,1.2,0.7,1.4,0.06,0.15,9.4,
3041090897238,1.0,1661.0,1.4,3.4,10.4,20.5,0.002032,0.00508,82.7,
3041090897269,1.0,1636.0,1.4,2.9,9.8,25.8,0.012,0.03,83.4,
3041090897740,3.0,285.0,3.0,0.6,1.6,6.9,0.0,0.0,8.4,
3041090897764,1.0,276.0,3.4,0.6,1.5,3.3,0.0,0.0,7.2,
3041090898013,3.0,2021.0,24.6,4.1,11.0,51.9,0.0,0.0,52.5,
3041090898174,3.0,2021.0,21.7,3.0,10.1,30.0,4.88,12.2,60.2,
3041090898334,3.0,2058.0,23.4,2.7,10.2,38.6,0.171,0.4275,58.3,
3041090898532,2.0,1983.0,22.9,3.3,15.6,36.7,0.0,0.0,49.8,
3041090898648,0.0,1322.0,0.3,29.0,1.9,3.7,0.0012,0.003,61.7,
3041090899027,2.0,2038.0,23.0,0.0,12.2,31.0,0.0,0.0,57.8,
3041090899157,2.0,2135.0,27.1,0.0,10.8,8.3,0.258064,0.64516,56.0,
3041090899225,1.0,2030.0,24.7,4.1,9.7,53.4,0.0,0.0,54.0,
3041090899911,2.0,1960.0,20.6,3.8,9.3,44.9,0.0,0.0,59.3,
3041090899942,2.0,1218.0,3.1,0.6,1.4,6.9,0.0,0.0,8.8,
3041090899959,2.0,1946.0,20.4,3.8,9.3,58.7,0.0492,0.123,59.2,
3041090900372,1.0,2029.0,24.7,4.1,9.7,53.4,0.0,0.0,54.0,
3041090900389,1.0,2030.0,24.7,4.1,9.7,53.4,0.0,0.0,54.0,
3041090946417,0.0,229.0,0.1,1.5,0.4,9.4,0.0032,0.008,12.1,
3041090946462,0.0,230.0,0.3,2.4,0.5,9.2,0.0032,0.008,11.4,
3041090946493,0.0,276.0,0.1,1.8,0.4,11.0,0.0037592,0.009398,14.7,
3041090950667,1.0,354.0,2.8,2.6,3.6,3.6,0.1,0.25,9.9,
3041090950674,1.0,283.0,2.3,1.8,2.8,2.3,0.092,0.23,8.0,
3041090973574,0.0,197.0,0.1,1.7,0.5,8.7,0.0028,0.007,10.2,
3041090973581,0.0,197.0,0.2,1.8,0.4,7.9,0.0028,0.007,10.0,
3041090973710,0.0,209.0,0.1,3.4,0.4,8.5,0.0028,0.007,10.1,
3041090973734,0.0,247.0,0.2,1.7,0.5,10.8,0.0028,0.007,13.1,
3041090973758,0.0,285.0,0.1,2.1,0.5,12.4,0.0032,0.008,15.1,
3041090973857,0.0,167.0,0.1,1.6,1.0,2.1,0.002,0.005,7.9,1.0
3041090973871,0.0,130.0,0.06,1.3,0.8,0.6,0.0,0.0,6.2,
3041090973895,0.0,117.0,0.1,1.6,1.7,0.5,0.028,0.07,4.3,
3041090973963,0.0,134.0,0.1,1.7,1.1,1.0,0.004,0.01,5.9,
3041090973970,0.0,138.0,0.2,2.5,0.8,4.8,0.036,0.09,5.9,
3041090981487,1.0,393.0,3.5,0.5,3.1,9.2,0.04,0.1,12.1,
3041090981494,1.0,377.0,3.2,0.5,3.0,9.3,0.04,0.1,12.2,0.0
3041090981616,1.0,407.0,3.2,0.2,3.3,9.2,0.04,0.1,13.6,
3041090981623,2.0,343.0,3.0,0.4,3.2,7.9,0.04,0.1,10.3,
3041090981630,3.0,347.0,2.7,0.4,3.0,8.7,0.052,0.13,11.4,
3041090981647,2.0,351.0,2.7,0.5,3.0,8.9,0.052,0.13,11.6,
3041090981654,2.0,356.0,2.7,0.6,3.0,8.9,0.052832,0.13208,11.6,
3041090988400,1.0,338.0,3.4,1.4,2.9,1.3,0.171704,0.42926,8.9,
3041090994067,0.0,362.0,3.3,1.6,3.3,0.8,0.1016,0.254,9.4,
3041090994074,0.0,283.0,2.8,1.6,1.3,2.2,0.112,0.28,8.5,
3041090994081,0.0,281.0,2.8,2.2,2.3,1.9,0.085344,0.21336,7.5,
3041090994104,0.0,301.0,2.7,1.4,2.4,2.3,0.11176,0.2794,8.8,
3041090998904,0.0,385.0,3.5,1.6,3.2,2.7,0.112,0.28,11.0,
3041090999017,0.0,336.0,3.1,1.9,2.4,2.2,0.116,0.29,9.7,
3041090999024,0.0,381.0,3.5,1.6,2.6,3.3,0.12,0.3,11.3,
3041090999314,0.0,372.0,3.2,1.9,2.7,3.4,0.12,0.3,11.4,
3041090999321,0.0,325.0,3.3,1.1,3.0,1.1,0.12192,0.3048,8.4,
3041091000026,0.0,272.0,2.2,1.6,2.6,1.3,0.1,0.25,8.0,
3041091000095,0.0,276.0,2.3,1.1,2.8,1.3,0.096,0.24,8.0,
3041091001214,1.0,2004.0,21.8,0.6,10.5,33.4,0.0,0.0,59.8,
3041091001344,1.0,2025.0,24.7,4.1,9.7,53.4,0.127,0.3175,54.0,
3041091001351,1.0,1950.0,20.5,3.9,9.3,58.3,0.0,0.0,59.0,
3041091001559,1.0,2025.0,24.7,4.1,9.7,53.4,0.0,0.0,54.0,
3041091001566,1.0,2025.0,24.7,4.1,9.7,53.4,0.0,0.0,54.0,
3041091001573,1.0,1950.0,20.5,3.9,9.3,58.3,0.12192,0.3048,59.0,
3041091001597,0.0,242.0,1.9,1.4,2.1,1.5,0.016,0.04,7.3,
3041091001603,0.0,247.0,1.7,1.3,2.6,1.5,0.092,0.23,7.6,
3041091001610,0.0,270.0,2.6,1.6,2.9,0.8,0.032,0.08,6.6,
3041091001627,0.0,280.0,2.2,1.6,2.6,1.3,0.02,0.05,8.5,
3041091002853,2.0,1874.0,18.7,5.6,10.0,45.6,0.175768,0.43942,57.5,
3041091006585,1.0,2008.0,22.6,2.8,11.3,48.7,0.0,0.0,56.5,0.0
3041091006981,0.0,326.0,2.9,1.9,2.4,2.2,0.12,0.3,9.7,
3041091006998,0.0,364.0,3.2,1.6,2.6,3.3,0.112,0.28,11.1,
3041091011909,0.0,300.0,1.8,1.5,2.1,3.1,0.096,0.24,8.4,
3041091011947,1.0,313.0,2.1,1.8,2.5,3.0,0.064,0.16,10.5,
3041091020482,2.0,257.0,2.5,0.0,1.7,8.0,0.0,0.0,8.0,
3041091022431,2.0,257.0,2.5,0.0,1.7,8.0,0.0,0.0,8.0,
3041091022486,2.0,257.0,2.5,0.0,1.7,8.0,0.028,0.07,8.0,
3041091022578,0.0,257.0,1.7,1.8,2.9,1.9,0.02,0.05,7.6,
3041091022585,0.0,257.0,1.7,2.2,3.6,1.2,0.028,0.07,6.8,
3041091022714,0.0,217.0,1.5,2.2,3.4,1.2,0.016,0.04,5.2,
3041091022738,0.0,138.0,0.2,2.5,0.8,4.8,0.036,0.09,5.9,
3041091022844,0.0,237.0,0.6,3.9,3.9,1.7,0.016,0.04,6.9,
3041091022851,0.0,186.0,0.5,2.1,1.6,2.6,0.02,0.05,7.2,
3041091022875,0.0,220.0,1.9,1.5,1.1,1.8,0.008,0.02,7.0,1.0
3041091022882,0.0,131.0,0.062,1.3,0.8,0.6,0.002,0.005,6.2,
3041091022899,0.0,299.0,2.0,1.3,2.8,2.8,0.02,0.05,9.9,
3041091022905,0.0,133.0,0.1,2.1,1.1,0.8,0.02,0.05,5.5,
3041091022912,0.0,256.0,1.7,1.6,2.7,3.2,0.028,0.07,8.0,
3041091022929,0.0,250.0,1.7,2.0,3.1,1.9,0.024,0.06,6.9,
3041091022936,0.0,135.0,0.1,1.7,1.1,1.0,0.004,0.01,5.9,
3041091022943,0.0,119.0,0.1,1.6,1.7,0.5,0.028,0.07,4.3,1.0
3041091022950,0.0,239.0,1.6,1.5,2.7,3.7,0.036,0.09,7.2,
3041091022967,0.0,269.0,2.0,1.9,2.9,1.9,0.02,0.05,7.6,
3041091022974,0.0,257.0,2.4,2.2,3.6,1.2,0.06,0.15,6.8,
3041091022981,0.0,236.0,1.6,1.9,2.8,1.7,0.076,0.19,6.7,
3041091022998,0.0,240.0,1.8,1.2,2.3,2.1,0.068,0.17,7.2,
3041091023001,0.0,139.0,0.2,2.5,0.8,4.8,0.036,0.09,5.9,
3041091023018,0.0,280.0,2.3,2.3,3.4,3.2,0.072,0.18,7.0,
3041091023070,0.0,217.0,1.5,2.2,3.4,1.2,0.016,0.04,5.2,
3041091023094,0.0,246.0,1.6,2.0,3.2,2.6,0.024,0.06,6.7,
3041091023193,0.0,280.0,2.9,2.3,3.7,1.2,0.072,0.18,5.4,
3041091025364,0.0,257.0,1.7,2.2,3.6,1.2,0.028,0.07,6.8,
3041091025425,0.0,258.0,2.2,1.9,2.6,2.3,0.02,0.05,7.7,
3041091075932,4.0,381.0,3.0,0.31,2.3,6.0,0.04,0.1,13.6,
3041091084170,0.0,209.0,0.1,3.4,0.4,8.53,0.0028,0.007,10.1,
3041091084187,0.0,197.0,0.1,1.7,0.5,8.3,0.0024,0.006,10.1,
3041091084286,0.0,338.0,3.4,1.4,2.9,1.3,0.168,0.42,8.9,
3041091084767,2.0,298.0,2.8,1.3,2.3,1.9,0.068,0.17,8.4,
3041091085160,0.0,176.0,0.7,2.2,1.9,1.0,0.06,0.15,6.0,
3041091094049,0.0,238.0,0.05,1.7,0.3,12.5,0.012,0.03,12.9,1.0
3041091094056,0.0,250.0,0.1,1.4,0.6,12.6,0.004,0.01,13.3,
3041091094292,0.0,203.0,0.02,1.9,0.4,10.0,0.012,0.03,10.6,
3041091094322,0.0,305.0,2.2,0.9,0.8,11.5,0.008,0.02,12.2,
3041091094520,0.0,192.0,0.1,1.6,0.2,10.3,0.012,0.03,10.4,
3041091096760,0.0,222.0,0.2,1.8,0.4,9.2,0.0,0.0,11.5,
3041091097378,0.0,248.0,1.7,1.6,1.0,2.9,0.028,0.07,9.2,
3041091097385,0.0,190.0,1.3,1.6,1.2,2.5,0.016,0.04,6.5,
3041091097392,0.0,295.0,2.0,1.7,2.9,3.3,0.012,0.03,9.5,
3041091097408,0.0,280.0,2.2,2.5,3.4,1.0,0.052,0.13,7.2,
3041091097514,0.0,249.0,2.0,1.7,2.6,1.6,0.012,0.03,6.9,
3041091097521,0.0,248.0,1.7,2.3,3.9,1.1,0.04,0.1,6.0,
3041091097552,0.0,190.0,1.3,1.6,1.2,2.5,0.016,0.04,6.5,
3041091097590,0.0,245.0,1.7,1.3,2.6,1.4,0.012,0.03,7.6,
3041091097774,0.0,289.0,2.7,2.5,3.4,3.7,0.036,0.09,7.2,
3041091097828,0.0,240.0,1.8,1.2,2.3,2.1,0.068,0.17,7.2,
3041091098627,2.0,257.0,2.5,0.0,1.7,8.0,0.024,0.06,8.0,
3041091098641,2.0,257.0,2.5,0.0,1.7,8.0,0.024,0.06,8.0,
3041091098757,0.0,347.0,1.6,1.7,1.4,11.8,0.008,0.02,14.9,
3041091099723,3.0,1890.0,19.0,4.0,9.1,44.4,0.176,0.44,59.6,
3041091099754,1.0,285.0,3.5,0.6,1.4,7.5,0.0,0.0,7.6,
3041091099778,3.0,1887.0,19.4,5.8,10.4,46.2,1.8,4.5,55.8,
3041091102331,1.0,255.0,2.0,1.6,2.3,1.8,0.12,0.3,7.9,
3041091103178,2.0,304.0,2.3,1.1,2.6,0.4,0.14,0.35,9.9,
3041091105592,3.0,1890.0,19.4,5.8,10.4,46.2,0.2,0.5,55.8,
3041091114457,0.0,246.0,1.6,2.0,3.2,2.6,0.024,0.06,6.7,
3041091124098,1.0,1573.0,1.6,7.3,13.6,1.4,0.016,0.04,73.2,
3041091124104,0.0,1577.0,1.7,7.0,13.4,2.8,0.016,0.04,73.5,
3041091124111,1.0,1615.0,1.2,3.3,8.3,2.7,0.012,0.03,84.0,
3041091124128,0.0,1602.0,1.2,4.4,8.4,2.4,0.012,0.03,82.5,
3041091124364,2.0,318.0,2.8,1.8,2.9,3.2,0.0072,0.018,8.8,
3041091124371,0.0,325.0,2.8,2.1,3.6,1.0,0.072,0.18,8.4,
3041091124388,0.0,213.0,1.6,0.8,2.2,1.3,0.072,0.18,6.4,
3041091128836,1.0,264.0,2.2,0.9,2.0,2.6,0.1,0.25,8.2,
3041091140722,0.0,226.0,1.4,3.2,2.3,1.2,0.02,0.05,6.5,
3041091140746,0.0,238.0,1.3,2.7,2.0,3.1,0.024,0.06,8.1,
3041091146625,2.0,1925.0,14.7,1.0,5.0,33.3,0.032,0.08,76.5,0.0
3041091147288,0.0,218.0,0.2,1.8,0.4,9.3,0.0028,0.007,11.2,
3041091148155,0.0,251.0,2.1,1.2,2.5,2.1,0.068,0.17,7.2,
3041091148230,0.0,326.0,2.7,1.4,3.0,3.1,0.02,0.05,9.9,
3041091150325,1.0,1669.0,2.9,4.2,10.0,28.3,0.024,0.06,81.1,
3041091195906,0.0,259.0,2.2,1.7,3.0,1.2,0.012,0.03,6.8,
3041091200594,4.0,1906.0,13.2,2.7,6.1,24.7,0.19,0.475,76.0,0.0
3041091200600,3.0,1890.0,12.2,2.5,6.1,23.0,0.192,0.48,77.0,
3041091201232,2.0,278.0,2.7,0.8,1.5,8.4,0.028,0.07,8.6,
3041091206435,1.0,285.0,3.5,0.6,1.4,7.4,0.0,0.0,7.5,
3041091207050,1.0,2042.0,25.1,4.2,9.8,53.3,0.0536,0.134,53.7,
3041091208262,0.0,351.0,1.5,1.1,3.2,10.0,6e-05,0.00014999999,14.0,
3041091208293,1.0,322.0,2.0,1.0,2.4,10.0,0.036,0.09,12.0,1.0
3041091208620,1.0,351.0,1.5,1.0,3.2,10.0,0.064,0.16,14.0,
3041091208637,1.0,351.0,1.5,1.0,3.2,10.0,0.08,0.2,14.0,
3041091208675,2.0,276.0,2.7,0.8,1.5,8.4,0.028,0.07,8.6,1.0
3041091210746,1.0,339.0,1.6,1.1,3.2,9.0,0.064,0.16,13.0,
3041091210753,1.0,351.0,1.5,1.0,3.2,10.0,0.064,0.16,14.0,
3041091210760,1.0,339.0,2.8,0.0,3.0,8.0,0.04,0.1,11.0,
3041091210777,1.0,322.0,2.0,1.0,2.4,10.0,0.036,0.09,12.0,
3041091210784,0.0,360.0,3.0,0.0,2.6,8.3,0.036,0.09,12.0,
3041091211248,0.0,385.0,3.4,0.5,3.0,8.8,0.036,0.09,12.0,
3041091221582,0.0,234.0,0.0,2.3,0.5,7.1,0.0,0.0,12.2,1.0
3041091221599,0.0,248.0,0.2,1.0,0.5,12.3,0.004,0.01,13.2,
3041091221612,0.0,259.0,0.2,1.4,0.6,12.1,0.004,0.01,13.9,
3041091221858,2.0,1686.0,4.0,0.3,2.7,9.1,0.048,0.12,12.1,
3041091221896,2.0,402.0,4.0,0.2,2.7,9.4,0.044,0.11,12.3,
3041091221902,2.0,362.0,3.2,0.5,2.8,8.5,0.04,0.1,12.3,
3041091221919,1.0,402.0,4.0,0.3,2.7,9.3,0.048,0.12,12.1,
3041091221926,2.0,357.0,3.3,0.5,2.7,7.5,0.032,0.08,10.9,
3041091221940,4.0,358.0,3.1,0.5,2.6,7.5,0.032,0.08,11.0,
3041091221957,2.0,357.0,3.3,0.6,2.7,7.6,0.036,0.09,10.9,
3041091221964,0.0,264.0,0.1,7.6,0.5,10.5,0.008,0.02,11.2,
3041091221995,2.0,385.0,4.0,0.063,2.6,8.5,0.044,0.11,11.4,
3041091222015,2.0,358.0,3.3,0.5,2.7,7.5,0.036,0.09,10.9,
3041091222022,2.0,363.0,3.3,0.5,2.7,7.7,0.032,0.08,11.1,
3041091222039,4.0,377.0,3.2,0.49,2.7,8.6,0.046736,0.11684,12.0,
3041091224064,1.0,1632.0,2.2,2.5,4.6,14.6,0.04,0.1,86.3,
3041091245274,0.0,1770.0,8.9,1.9,17.0,34.0,0.058,0.145,67.0,
3041091263926,1.0,1761.0,8.7,5.5,14.7,31.2,0.108,0.27,68.1,
3041091280749,4.0,353.0,3.2,0.4,2.7,8.5,0.032,0.08,11.7,
3041091280978,2.0,342.0,3.3,0.063,2.7,7.6,0.032,0.08,10.2,
3041091280985,3.0,297.0,2.8,0.3,2.9,4.0,0.032,0.08,8.0,
3041091289605,1.0,221.0,0.1,2.2,0.4,9.8,0.002,0.005,11.3,
3041091289612,1.0,182.0,0.2,3.7,0.3,7.5,0.0036,0.009,8.1,
3041091289629,0.0,255.0,0.1,2.1,0.2,9.8,0.0024,0.006,13.5,
3041091289643,1.0,267.0,0.2,1.9,0.5,12.1,0.002,0.005,13.9,
3041091289650,1.0,204.0,0.1,2.9,0.4,7.7,0.004,0.01,10.0,
3041091289681,0.0,325.0,2.6,1.6,3.1,2.4,0.02,0.05,9.7,
3041091289728,0.0,233.0,1.6,2.5,2.8,2.6,0.036,0.09,6.2,
3041091289735,0.0,237.0,2.1,1.3,2.4,1.5,0.016,0.04,6.3,
3041091289742,0.0,226.0,1.6,2.0,2.8,1.4,0.02,0.05,6.1,
3041091289759,0.0,219.0,1.5,1.6,3.2,0.7,0.02,0.05,5.8,
3041091302090,0.0,182.0,0.3,1.5,0.9,3.0,0.004,0.01,8.5,
3041091302236,1.0,271.0,0.1,2.1,0.5,11.8,0.0028,0.007,14.4,
3041091303028,1.0,223.0,0.1,1.7,0.5,9.5,0.003,0.0075,11.5,
3041091303295,0.0,111.0,0.3,3.1,0.7,3.1,0.04,0.1,3.8,
3041091303325,0.0,219.0,0.1,1.9,0.3,10.0,0.002,0.005,11.5,
3041091303332,1.0,200.0,0.2,1.9,0.4,8.8,0.002,0.005,10.1,
3041091303370,0.0,208.0,0.2,2.3,0.3,8.7,0.0028,0.007,10.4,
3041091303394,0.0,131.0,0.063,1.4,0.8,0.7,0.008,0.02,6.1,
3041091303417,0.0,196.0,0.4,3.8,3.3,2.4,0.0012,0.003,5.6,
3041091303424,0.0,169.0,0.2,1.5,1.7,0.7,0.016,0.04,7.1,
3041091303431,0.0,201.0,0.0,1.3,0.7,3.8,0.02,0.05,10.5,
3041091306326,3.0,347.0,3.3,0.1,2.7,7.9,0.032512,0.08128,10.6,1.0
3041091306333,2.0,354.0,3.3,0.2,2.7,8.3,0.032,0.08,10.9,
3041091306845,2.0,273.0,3.0,0.0,1.5,3.2,0.028,0.07,8.0,
3041091308528,1.0,269.0,3.0,0.0,1.5,3.2,0.028,0.07,8.0,1.0
3041091324825,5.0,275.0,3.4,0.6,1.3,7.3,0.0,0.0,7.4,
3041091324849,5.0,285.0,3.1,0.6,1.4,6.4,0.0,0.0,8.6,
3041091339645,0.0,1678.0,1.7,5.0,11.9,7.0,0.004,0.01,82.0,
3041091339911,1.0,1695.0,1.9,3.8,9.2,4.7,0.012,0.03,81.1,
3041091339928,0.0,1709.0,2.8,3.7,11.2,20.1,0.02,0.05,81.5,
3041091339942,1.0,1685.0,1.4,3.7,10.3,23.4,0.012,0.03,84.0,
3041091339966,1.0,1637.0,2.5,3.0,8.5,25.1,0.02,0.05,81.0,
3041091339973,0.0,1719.0,1.5,4.0,13.0,5.7,0.016,0.04,82.9,
3041091340030,1.0,1655.0,1.2,2.7,9.4,30.6,0.016,0.04,83.9,0.0
3041091343222,1.0,1683.0,2.6,3.3,9.5,34.0,0.012,0.03,82.3,
3041091343239,1.0,1683.0,2.5,3.3,9.2,33.0,0.016,0.04,82.8,
3041091344700,0.0,242.0,1.8,1.3,2.4,1.3,0.096,0.24,7.3,
3041091346667,2.0,1939.0,14.4,2.4,6.2,19.2,0.056,0.14,75.4,
3041091346674,2.0,1936.0,14.3,2.4,6.2,19.2,0.12,0.3,75.4,0.0
3041091347411,2.0,357.0,3.3,0.6,2.7,7.6,0.036,0.09,10.9,1.0
3041091347459,2.0,355.0,3.3,0.5,2.7,7.4,0.032,0.08,10.7,1.0
3041091349477,0.0,240.0,1.6,1.5,1.3,1.6,0.012,0.03,8.5,
3041091349484,0.0,225.0,1.6,2.0,1.2,1.6,0.268,0.67,7.7,
3041091349507,0.0,209.0,1.5,2.1,1.4,1.7,0.016,0.04,6.6,
3041091349873,1.0,233.0,0.1,1.5,0.4,11.6,0.0,0.0,12.4,
3041091349880,0.0,266.0,0.1,1.5,0.5,12.8,0.0,0.0,14.2,
3041091349897,1.0,231.0,0.1,1.7,0.2,10.9,0.0,0.0,12.4,
3041091351753,0.0,267.0,1.9,1.0,2.9,0.9,0.008,0.02,8.4,1.0
3041091351784,0.0,193.0,2.1,1.8,2.3,1.7,0.028,0.07,5.4,
3041091352002,0.0,267.0,2.2,1.9,3.3,1.2,0.008,0.02,6.8,
3041091352033,0.0,217.0,1.5,2.3,1.2,2.5,0.02,0.05,7.2,
3041091397362,2.0,364.0,3.3,0.76,2.7,8.3,0.036,0.09,12.0,
3041091397485,2.0,199.0,0.2,2.1,0.4,8.5,0.0024,0.006,9.9,1.0
3041091399946,0.0,229.0,0.1,1.5,0.4,9.4,0.0032,0.008,12.1,
3041091400154,0.0,230.0,0.3,2.4,0.5,9.2,0.0032,0.008,11.4,
3041091400161,0.0,197.0,0.2,1.7,0.5,8.5,0.0028,0.007,10.0,
3041091400178,0.0,234.0,0.2,2.3,0.5,9.6,0.0028,0.007,11.8,
3041091400208,0.0,205.0,0.2,2.1,0.4,8.3,0.004,0.01,10.1,1.0
3041091400239,0.0,209.0,0.2,2.1,0.4,8.5,0.0036,0.009,10.4,
3041091400246,0.0,220.0,0.2,1.8,0.4,9.3,0.0028,0.007,11.2,
3041091400260,0.0,208.0,0.2,2.1,0.4,9.0,0.0028,0.007,10.4,1.0
3041091400352,0.0,233.0,0.2,1.6,0.5,10.6,0.0024,0.006,12.0,
3041091400369,0.0,219.0,0.2,1.8,0.3,8.8,0.0032,0.008,11.3,1.0
3041091400376,0.0,207.0,0.2,2.4,0.3,8.7,0.0028,0.007,10.3,
3041091400383,2.0,257.0,0.7,1.6,0.6,8.2,0.004,0.01,12.3,
3041091400390,2.0,197.0,0.2,1.7,0.5,8.5,0.0028,0.007,10.0,
3041091400413,2.0,253.0,0.7,1.5,0.8,8.2,0.008,0.02,11.9,
3041091400444,0.0,222.0,0.2,1.8,0.4,9.4,0.004,0.01,11.4,
3041091400475,0.0,199.0,0.2,2.1,0.4,8.5,0.0024,0.006,9.9,
3041091401250,0.0,199.0,0.2,2.1,0.4,8.5,0.0024,0.006,9.9,
3041091401267,3.0,240.0,0.7,2.1,0.8,7.4,0.004,0.01,10.9,
3041091401274,3.0,253.0,0.7,1.5,0.8,8.2,0.008,0.02,11.9,
3041091401281,0.0,207.0,0.2,2.4,0.3,8.7,0.0028,0.007,10.3,
3041091401397,0.0,224.0,0.2,1.8,0.5,9.4,0.0028,0.007,11.4,
3041091405494,2.0,207.0,0.2,2.4,0.3,8.7,0.0028,0.007,10.3,
3041091421982,0.0,254.0,2.0,1.1,0.9,1.3,0.1,0.25,9.1,
3041091421999,0.0,271.0,2.7,1.4,2.3,1.3,0.072,0.18,7.1,
3041091422002,0.0,260.0,1.7,2.1,1.2,1.7,0.072,0.18,9.3,
3041091422071,0.0,384.0,3.2,1.1,3.6,0.8,0.096,0.24,11.6,
3041091422118,0.0,262.0,2.1,1.3,1.7,1.1,0.1,0.25,8.5,
3041091422125,0.0,275.0,1.8,1.4,2.3,1.3,0.096,0.24,9.2,
3041091422132,0.0,258.0,2.0,1.7,2.4,1.5,0.1,0.25,7.6,
3041091422149,0.0,306.0,2.5,1.0,3.4,1.4,0.1,0.25,8.6,
3041091422156,0.0,283.0,2.4,1.7,2.8,1.2,0.1,0.25,7.8,1.0
3041091422163,0.0,298.0,3.0,1.6,1.3,0.6,0.1,0.25,9.0,
3041091422170,0.0,257.0,2.1,1.9,1.1,1.6,0.1,0.25,8.5,
3041091422187,0.0,295.0,2.8,1.7,1.7,1.5,0.1,0.25,8.8,
3041091423023,0.0,276.0,0.1,1.8,0.4,11.0,0.0036,0.009,14.7,
3041091423030,0.0,204.0,0.2,1.9,0.4,8.1,0.0028,0.007,10.3,
